firm;hrid;hrsection;city;year
K + P Drey Fresh & Wine Trade GmbH;HRB 2183;HRB;Elmshorn;2002
n-factory GmbH & Co. KG;HRA 6617;HRA;Eltville am Rhein;2002
GIPE Gesellschaft für Informatik und Produktionstechnik Europa mbH;HRB 17 884;HRB;Eltville am Rhein;2002
Vierte Windpark Schünow GmbH & Co. KG;HRA 3711;HRA;Emden;2002
Crow Systems GmbH & Co. KG Digitale Bildtechnik;HRA 3733;HRA;Emden;2002
J & J Personaldienstleistungen GmbH & Co. KG;HRA 3760;HRA;Emden;2002
"Reederei M. Lauterjung GmbH & Co. KG MS ""Lake Ontario""";HRA 3766;HRA;Emden;2002
J & J Verwaltungs GmbH;HRB 5265;HRB;Emden;2002
Reederei M. Lauterjung Canbulk GmbH;HRB 5284;HRB;Emden;2002
EUROHELI SÜDWEST GmbH & Co. KG;HRA 1093;HRA;Emmendingen;2002
Günthner und Rosendahl oHG;HRA 412;HRA;Emmendingen;2002
FairTradeCenter Breisgau GmbH;HRB 1332;HRB;Emmendingen;2002
Altrum GmbH;HRB 475 W;HRB;Emmendingen;2002
Fairmed GmbH;HRB 681;HRB;Emmendingen;2002
PHOENIX-GmbH Brinckemper Bauplanung + Immobilien;HRB 690;HRB;Emmendingen;2002
allobjekt Service GmbH & Co. KG;HRA 2530;HRA;Erfurt;2002
REWE-Markt Weh oHG;HRA 2579;HRA;Erfurt;2002
eQone OHG;HRA 2614;HRA;Erfurt;2002
Bauunternehmen Geßner GmbH;HRB 12 154;HRB;Erfurt;2002
Tomatho Mkuza GmbH;HRB 12 200;HRB;Erfurt;2002
ACU PHARMA und CHEMIE GmbH;HRB 12 266;HRB;Erfurt;2002
Straßburger & Wahl Schaltanlagen GmbH Zweigniederlassung Roßleben;HRB 12 295;HRB;Erfurt;2002
VeroluV GmbH;HRB 12 309;HRB;Erfurt;2002
TLD Transport-Logistik Dübner GmbH;HRB 12 388;HRB;Erfurt;2002
MuZ Buttstädt GmbH;HRB 12 398;HRB;Erfurt;2002
Bethe Umweltservice GmbH;HRB 12 432;HRB;Erfurt;2002
Ideal-Bau GmbH;HRB 12 472;HRB;Erfurt;2002
MDC Equipment GmbH;HRB 12 486;HRB;Erfurt;2002
KDS Maschinenfabrik GmbH;HRB 12 557;HRB;Erfurt;2002
Gothaer Brandschutz und Montage GmbH;HRB 12 566;HRB;Erfurt;2002
Nehen-Sanitär-Heizung GmbH & Co. KG;HRA 1005;HRA;Erkelenz;2002
plus Bedachungen GmbH;HRB 1838;HRB;Erkelenz;2002
Nehen Verwaltungs-GmbH;HRB 1845;HRB;Erkelenz;2002
S-Bauland GmbH;HRB 1852;HRB;Erkelenz;2002
PolyTec GmbH Kunststofftechnik;HRB 1900;HRB;Erkelenz;2002
IPC Beteiligungsgesellschaft mbH;HRB 1742;HRB;Eschwege;2002
Metallbeschichtung Kux & Ruoff GmbH;HRB 1748;HRB;Eschwege;2002
Top Concept Gesellschaft für Public Relations mbH & Co. KG;HRA 7759;HRA;Essen;2002
KARO GmbH & Co. Balkonsysteme KG;HRA 7771;HRA;Essen;2002
Bald GmbH & Co. KG;HRA 7803;HRA;Essen;2002
M Hotelgesellschaft mbH & Co. KG;HRA 7808;HRA;Essen;2002
CarF Datentechniken GmbH & Co. KG;HRA 7822;HRA;Essen;2002
Bosch Marienfeld Breitbandnetze GmbH & Co. KG;HRA 7867;HRA;Essen;2002
Große Kommunikationsberatung GmbH;HRB 16 160;HRB;Essen;2002
LASER Forum Essen Gesellschaft für kosmetische Lasertherapie und Hautbildverbesserung mbH;HRB 16 177;HRB;Essen;2002
Bäckerei Doberstein GmbH;HRB 16 196;HRB;Essen;2002
KARO Verwaltungs-GmbH;HRB 16 214;HRB;Essen;2002
Carl Risch Asphaltmischwerke Verwaltungs-GmbH;HRB 16 215;HRB;Essen;2002
Pobisch Instandhaltungs-GmbH;HRB 16 286;HRB;Essen;2002
RSS Prof. Pohl-Gesellschaft für Requirements und Software Systems Engineering mbH;HRB 16 316;HRB;Essen;2002
020 - EPOS European Point of Service GmbH;HRB 16 322;HRB;Essen;2002
Super Serv-Der schnelle Ruf GmbH;HRB 16 333;HRB;Essen;2002
CarF Datentechniken Beteiligungs GmbH;HRB 16 350;HRB;Essen;2002
Synergie Haus GmbH;HRB 16 359;HRB;Essen;2002
RÜTGERS Rail GmbH;HRB 16 386;HRB;Essen;2002
SVGK-Steuerberatungsgesellschaft mbH;HRB 16 392;HRB;Essen;2002
Der gelbe Ruf 24 GmbH;HRB 16 407;HRB;Essen;2002
LOM Office Communication GmbH;HRB 16 450;HRB;Essen;2002
ökomedia GmbH;HRB 16 456;HRB;Essen;2002
fair4you Gesellschaft für Finanzberatung mbH;HRB 16 475;HRB;Essen;2002
RCU-VV Dreizehnte Vermögensverwaltung GmbH;HRB 16 486;HRB;Essen;2002
A & R Autopflege GmbH;HRB 16 501;HRB;Essen;2002
uups.tv Medienproduktions GmbH;HRB 16 532;HRB;Essen;2002
IPE GmbH;HRB 16 536;HRB;Essen;2002
RWE Umwelt Aktiengesellschaft Zweigniederlassung Rhein/Ruhr;HRB 16 598;HRB;Essen;2002
Brillant Hotelsoftware GmbH;HRB 16 640;HRB;Essen;2002
Sutter Beteiligungsgesellschaft mbH;HRB 16822;HRB;Essen;2002
J. Stehle + Söhne Antriebe GmbH;HRB 4189;HRB;Esslingen;2002
Autohaus Taxis Verwaltungs GmbH;HRB 4281;HRB;Esslingen;2002
Möbotex Verwertungsgesellschaft mbH;HRB 2237;HRB;Euskirchen;2002
Bauunternehmen Hans Lorenzen u. Sohn GmbH & Co.KG;HRA 4462;HRA;Flensburg;2002
Ahorn Beteiligungs GmbH;HRB 4450;HRB;Flensburg;2002
Casa Naranja GmbH;HRB 4462;HRB;Flensburg;2002
Kielstau Malerei GmbH;HRB 4483;HRB;Flensburg;2002
NT 118. Vermögens-Verwaltungs GmbH;HRB 4527;HRB;Flensburg;2002
ACTIM GmbH;HRB 4537;HRB;Flensburg;2002
Bauen mit Lorenzen GmbH;HRB 4547;HRB;Flensburg;2002
KDS Klinikdienste MediTech GmbH;HRB 4579;HRB;Flensburg;2002
Siebenundfünfzigste Topos Vermögensverwaltungsgesellschaft mbH;HRB 4589;HRB;Flensburg;2002
NT 125. Vermögens-Verwaltungs GmbH;HRB 4624;HRB;Flensburg;2002
NT 126. Vermögens-Verwaltungs GmbH;HRB 4625;HRB;Flensburg;2002
printline flensburg GmbH;HRB 4637;HRB;Flensburg;2002
ETKO EUROPE Ltd. & Co. KG;HRA 3562;HRA;Frankenberg (Eder);2002
Biodata Systems GmbH;HRB 4190;HRB;Frankenberg (Eder);2002
Sand + Kies Union Wittmann GmbH & Co. KG;HRA 1682;HRA;Frankfurt/Oder;2002
PET-RO HAUS Baugesellschaft mbH;HRB 8957;HRB;Frankfurt/Oder;2002
Ärztehaus Bauträger GmbH Bahnhofstraße Frankfurt/Oder;HRB 8999;HRB;Frankfurt/Oder;2002
HUN Gaststättenbetriebs GmbH;HRB 9013;HRB;Frankfurt/Oder;2002
mvk infrastrukturservice GmbH;HRB 9087;HRB;Frankfurt/Oder;2002
netway kommunikationsnetze GmbH;HRB 9151;HRB;Frankfurt/Oder;2002
Grün & Haus Planungsgesellschaft mbH;HRB 9311;HRB;Frankfurt/Oder;2002
Franz Reißner Treuhandgesellschaft mbH - Wirtschaftsprüfungsgesellschaft Zweigniederlassung Hennickendorf;HRB 9404;HRB;Frankfurt/Oder;2002
RLC & Meidel Immobilien-Verwaltungsgesellschaft m. b. H;HRB 9429;HRB;Frankfurt/Oder;2002
Merkur Einhundertfünfundvierzigste Vermögensverwaltungs GmbH;HRB 54 343;HRB;Frankfurt am Main;2002
ATEC GmbH & Co. KG;HRA 30 378;HRA;Frankfurt am Main;2002
Messer Employee GmbH & Co. KG;HRA 30 399;HRA;Frankfurt am Main;2002
Pauly Consultancy KG;HRA 30 414;HRA;Frankfurt am Main;2002
HEALTH & MORE Pharma - Services GmbH & Co. KG;HRA 30 502;HRA;Frankfurt am Main;2002
Kamran/Plasse OHG;HRA 30 529;HRA;Frankfurt am Main;2002
Sana Rent GmbH & Co. KG;HRA 30 565;HRA;Frankfurt am Main;2002
AKTIVA Verwaltungs GmbH & Co. Zweite Vermögensanlage KG;HRA 30 581;HRA;Frankfurt am Main;2002
Louisiana Dettelbach GmbH & Co. Grundstücksverwaltungs KG;HRA 30 585;HRA;Frankfurt am Main;2002
GOB Projektentwicklung E & A GmbH & Co. Fünfte Rhein-Main KG;HRA 30 610;HRA;Frankfurt am Main;2002
Nestler Entsorgung Frankfurt a. M. GmbH & Co. KG;HRA 30 618;HRA;Frankfurt am Main;2002
Schach Grundstücksgesellschaft mbH & Co. Niddagaustraße 32-36 KG;HRA 30 683;HRA;Frankfurt am Main;2002
Ganymed Autovermietung GmbH & Co. KG;HRA 30 773;HRA;Frankfurt am Main;2002
Faceo Deutschland GmbH;HRB 53 853;HRB;Frankfurt am Main;2002
Elektro Stier GmbH;HRB 53 993;HRB;Frankfurt am Main;2002
Meridian Conceptbau Gesellschaft mit beschränkter Haftung;HRB 54 115;HRB;Frankfurt am Main;2002
HEALTH & MORE Beteiligungs GmbH;HRB 54 168;HRB;Frankfurt am Main;2002
SV Vermögensverwaltungs GmbH;HRB 54 204;HRB;Frankfurt am Main;2002
Economy zwölfte Verwaltungsgesellschaft mbH;HRB 54 214;HRB;Frankfurt am Main;2002
Hisgen Transport GmbH;HRB 54 250;HRB;Frankfurt am Main;2002
Interigence Management Group GmbH;HRB 54 273;HRB;Frankfurt am Main;2002
ERREBI Deutschland GmbH;HRB 54 398;HRB;Frankfurt am Main;2002
Holz- und Bautenschutz Petrina GmbH;HRB 54 400;HRB;Frankfurt am Main;2002
MainLoft Hausverwaltungs- und Grundstücksverwaltungs GmbH;HRB 54 421;HRB;Frankfurt am Main;2002
Genesis Elfte Verwaltungsgesellschaft mbH;HRB 54 426;HRB;Frankfurt am Main;2002
Keops Trockenbau GmbH;HRB 54 582;HRB;Frankfurt am Main;2002
CCID Center for Media and Knowledge Cultures Imagination and Development GmbH;HRB 54 585;HRB;Frankfurt am Main;2002
HVS Versicherungsservice Niederlassung der Marsh GmbH;HRB 54 634;HRB;Frankfurt am Main;2002
AB Exim GmbH Handelsgesellschaft;HRB 54 636;HRB;Frankfurt am Main;2002
DELTONA Siebenundachtzigste Verwaltungsgesellschaft mbH;HRB 54 727;HRB;Frankfurt am Main;2002
Galatea Zweite Vermögensverwaltungs-GmbH;HRB 54 904;HRB;Frankfurt am Main;2002
Biomasse-Heizkraftwerk Siegerland Verwaltungs GmbH;HRB 54 909;HRB;Frankfurt am Main;2002
Burkhardt Thermer Wertpapierhandel GmbH;HRB 54 954;HRB;Frankfurt am Main;2002
Kö48 GmbH;HRB 54 970;HRB;Frankfurt am Main;2002
Binding Vermögensverwaltungs AG Frankfurt am Main;HRB 54659;HRB;Frankfurt am Main;2002
ORKAS Gesellschaft für Forderungseinzug mbH;HRB 55 008;HRB;Frankfurt am Main;2002
C.C. Rödelheimer Brot GmbH;HRB 55 081;HRB;Frankfurt am Main;2002
Lexel Trading GmbH;HRB 55 104;HRB;Frankfurt am Main;2002
FALA Dienstleistungs GmbH;HRB 55 138;HRB;Frankfurt am Main;2002
Robeco Asset Management (Deutschland) B.V. Niederlassung Frankfurt am Main;HRB 55 163;HRB;Frankfurt am Main;2002
Louisiana Dettelbach GmbH;HRB 55 215;HRB;Frankfurt am Main;2002
TCS GmbH;HRB 55 253;HRB;Frankfurt am Main;2002
aapo-spa Deutschland Vertriebs GmbH;HRB 55 267;HRB;Frankfurt am Main;2002
KRASKO-Baudekoration GmbH;HRB 55 362;HRB;Frankfurt am Main;2002
Galatea Achte Vermögensverwaltungs-GmbH;HRB 55 378;HRB;Frankfurt am Main;2002
Grundstücksgesellschaft 260 Hanauer Landstraße Riedhof GmbH;HRB 55 395;HRB;Frankfurt am Main;2002
BUKS Hoch- und Tiefbau GmbH;HRB 55 417;HRB;Frankfurt am Main;2002
Deukalion Siebte Vermögensverwaltungs-GmbH;HRB 55 444;HRB;Frankfurt am Main;2002
Food & Drinks GmbH;HRB 55 451;HRB;Frankfurt am Main;2002
Blitz F02-528 GmbH;HRB 55 571;HRB;Frankfurt am Main;2002
Import & Export Eurasia GmbH;HRB 55 591;HRB;Frankfurt am Main;2002
L.P.G. Textilhandels GmbH;HRB 55 615;HRB;Frankfurt am Main;2002
Reif-IT GmbH;HRB 55 616;HRB;Frankfurt am Main;2002
GEROL Vertriebs GmbH;HRB 55 639;HRB;Frankfurt am Main;2002
Dirka GmbH;HRB 55 699;HRB;Frankfurt am Main;2002
Gebäudereinigung W. Grümmer GmbH;HRB 55 706;HRB;Frankfurt am Main;2002
DISKUS Einhundertste Beteiligungs- und Verwaltungs-GmbH;HRB 55 723;HRB;Frankfurt am Main;2002
Hanke.Kappes+Kollegen GmbH;HRB 55 735;HRB;Frankfurt am Main;2002
Zur Frau Schmidt Gaststättenbetriebs GmbH;HRB 55 736;HRB;Frankfurt am Main;2002
Tullett & Tokyo Liberty (Securities) Limited Zweigniederlassung Frankfurt am Main;HRB 55 752;HRB;Frankfurt am Main;2002
SIRIUS Consulting & Training Aktiengesellschaft;HRB 55 875;HRB;Frankfurt am Main;2002
G M W Gesellschaft für Mittelstandsberatung und Warenhandel mbH;HRB 55 941;HRB;Frankfurt am Main;2002
BHT Bau GmbH;HRB 55 945;HRB;Frankfurt am Main;2002
Site Software Gesellschaft mit beschränkter Haftung;HRB 55 994;HRB;Frankfurt am Main;2002
ALTER EGO Achtundzwanzigste Beteiligungsgesellschaft mbH;HRB 56 031;HRB;Frankfurt am Main;2002
GAMMA ACHTUNDACHTZIG Vermögensverwaltungs-GmbH;HRB 56 058;HRB;Frankfurt am Main;2002
IMS Immobilien Management und Service GmbH;HRB 56 070;HRB;Frankfurt am Main;2002
Han Lan Trade & Consulting GmbH;HRB 56 120;HRB;Frankfurt am Main;2002
ISERTECH OHG;HRA 4881;HRA;Freiburg;2002
ubc Finanz- und Versicherungsmakler oHG;HRA 4889;HRA;Freiburg;2002
regiowind GmbH & Co. Freiburg KG;HRA 4906;HRA;Freiburg;2002
Solarstrompark Oberrhein IV GmbH & Co. KG;HRA 4915;HRA;Freiburg;2002
Obere Metzgerei Franz Winterhalter GmbH & Hermann Blatter OHG;HRA 535 N;HRA;Freiburg;2002
ClinIT AG;HRB 6752;HRB;Freiburg;2002
NERO GmbH;HRB 6825;HRB;Freiburg;2002
Exim GmbH;HRB 6890;HRB;Freiburg;2002
QS Landwirtschaftliche Qualitätssicherung Baden-Württemberg GmbH Zweigniederlassung Freiburg;HRB 6909;HRB;Freiburg;2002
Terra5 Group Euro Barter GmbH;HRB 6970;HRB;Freiburg;2002
Spedition Weber GmbH & Co. KG;HRA 479;HRA;Freiburg;2002
Weinhaus Ihringer-Falken OHG;HRA 4822;HRA;Freiburg;2002
Windpark Nummer Sechszehn GmbH & Co. KG;HRA 4897;HRA;Freiburg;2002
regiowind Verwaltungs-GmbH;HRB 6808;HRB;Freiburg;2002
Bühl Textil GmbH;HRB 6944;HRB;Freiburg;2002
Phoenix GmbH;HRB 6974;HRB;Freiburg;2002
movie services breisach GmbH;HRB 6983;HRB;Freiburg;2002
Rudolf Weber Verwaltungs-GmbH;HRB 711 Mü;HRB;Freiburg;2002
Staach Brandschutzelemente GmbH;HRB 5492;HRB;Friedberg (Hessen);2002
rodast holding gmbh;HRB 5506;HRB;Friedberg (Hessen);2002
hs. Financial Products GmbH;HRB 5524;HRB;Friedberg (Hessen);2002
qantco GmbH;HRB 5569;HRB;Friedberg (Hessen);2002
Dolce International Bad Nauheim GmbH;HRB 5605;HRB;Friedberg (Hessen);2002
Lakatos Handels GmbH;HRB 5608;HRB;Friedberg (Hessen);2002
Erogul Fußbodenbau GmbH;HRB 5630;HRB;Friedberg (Hessen);2002
Diegmüller GmbH & Co. Transport & Logistik KG;HRA 1510;HRA;Fulda;2002
Kongress- und Kulturzentrum Fulda GmbH & Co. KG;HRA 1555;HRA;Fulda;2002
Straßburger & Wahl Schaltanlagen GmbH;HRB 2022;HRB;Fulda;2002
VT Concept-Vertrieb GmbH;HRB 2034;HRB;Fulda;2002
Autohaus Schmitt Inhaber Werner Schmitt;HRA 40 518;HRA;Fürth;2002
ET Grundbesitz 22 GmbH & Co. KG;HRA 7743;HRA;Fürth;2002
Schmitt & Kapp Verwaltungs-GmbH;HRB 41 255;HRB;Fürth;2002
Laufcampus GmbH;HRB 8737;HRB;Fürth;2002
Dengler GmbH Vertrieb ökologischer Produkte;HRB 8740;HRB;Fürth;2002
LSW Vewaltungs-GmbH;HRB 8759;HRB;Fürth;2002
EDT Aktiengesellschaft;HRB 8858;HRB;Fürth;2002
Porst Digital GmbH;HRB 8937;HRB;Fürth;2002
R & R Gastronomie GmbH;HRB 9031;HRB;Fürth;2002
Glas Design Digitale Siebdruckformherstellung Verwaltungs-GmbH;HRB 9185;HRB;Fürth;2002
Interreal Concept GmbH;HRB 9145;HRB;Fürth;2002
Bauen & Wohnen Stadthaus GmbH;HRB 8829;HRB;Fürth;2002
Adler & Krone GmbH Briefmarkenauktionen;HRB 8890;HRB;Fürth;2002
Sellmair Immobilien & Wohnbau GmbH;HRB 8900;HRB;Fürth;2002
FONTIVA Hospiz-Betriebsgesellschaft mbH;HRB 672;HRB;Geesthacht;2002
CBM Europe GmbH;HRB 675;HRB;Geesthacht;2002
SNC STAMER Navigation-Communication GmbH;HRB 683;HRB;Geesthacht;2002
protec GmbH;HRB 0891;HRB;Geilenkirchen;2002
H. Schmitz Immobilien GmbH & Co. Kommanditgesellschaft;HRA 1610;HRA;Geldern;2002
TriOn IT GmbH;HRB 2243;HRB;Geldern;2002
Alltex GmbH;HRB 2292;HRB;Geldern;2002
Huber GmbH;HRB 13 083;HRB;Gelnhausen;2002
Eduard Baumgartner Pneumatik GmbH;HRB 13 091;HRB;Gelnhausen;2002
G. M. T. C. Verwaltungsgesellschaft mbH;HRB 13 176;HRB;Gelnhausen;2002
Cult Jeans GmbH & Co. KG;HRA 2647;HRA;Gelsenkirchen;2002
Futterparadies GmbH;HRB 2813;HRB;Gelsenkirchen;2002
CAPITO-Gastrotec GmbH;HRB 2829;HRB;Gelsenkirchen;2002
Autohaus Bellendorf GmbH;HRB 2863;HRB;Gelsenkirchen;2002
Cult Verwaltungs GmbH;HRB 4411;HRB;Gelsenkirchen;2002
Kör trans GmbH & Co. KG;HRA 1215;HRA;Gelsenkirchen;2002
Elster Power GmbH & Co. KG;HRA 2441;HRA;Gera;2002
Hamedinger & Kollegen Steuerberatungsgesellschaft mbH;HRB 9108;HRB;Gera;2002
Elster Power Beteiligungs GmbH;HRB 9150;HRB;Gera;2002
Osthoff & Dörr Steuerberatungsgesellschaft mbH Niederlassung Jena;HRB 9199;HRB;Gera;2002
TKA Rudolstadt GmbH;HRB 9276;HRB;Gera;2002
Autoservice Landmann GmbH;HRB 9307;HRB;Gera;2002
SAM - Medtech GmbH;HRB 9348;HRB;Gera;2002
JHK COFFEE - SHOP GmbH;HRB 9387;HRB;Gera;2002
Köstritz-Wernesgrüner Vertriebs GmbH;HRB 9432;HRB;Gera;2002
JenA4 Projekt GmbH;HRB 9451;HRB;Gera;2002
GCG Golfpark Burkersdorf Verwaltungs-GmbH;HRB 9461;HRB;Gera;2002
MPS GmbH;HRB 9490;HRB;Gera;2002
Fielmann AG & Co. oHG;HRA 2591;HRA;Gießen;2002
Geschwister Baier Verwaltungs GmbH;HRB 3900;HRB;Gießen;2002
Hartfil-Hildebrandt Grundstücksverwaltungsgesellschaft mbH;HRB 12 329;HRB;Gifhorn;2002
ES Event- und Servicebetriebsgesellschaft mbH;HRB 12 346;HRB;Gifhorn;2002
Billy Back GmbH;HRB 1151;HRB;Gladbeck;2002
Willi Zeller GmbH & Co. KG;HRA 1888;HRA;Göppingen;2002
Woodpaletten Rapp und Degginger OHG;HRA 1891;HRA;Göppingen;2002
Sonnentag Transport GmbH;HRB 1431;HRB;Göppingen;2002
ZMP Zentral Messepalast Entwicklungsgesellschaft mbH;HRB 3523;HRB;Göppingen;2002
Objektgesellschaft FFA-Wohnungen Freiburg mbH;HRB 3525;HRB;Göppingen;2002
Lorenz Kabelsysteme GmbH;HRB 3546;HRB;Göppingen;2002
Kinderkram GmbH;HRB 3570;HRB;Göppingen;2002
Staufen Invest Beteiligungsgesellschaft mbH;HRB 3573;HRB;Göppingen;2002
CPS Unternehmensberatungsgesellschaft mbH;HRB 3647;HRB;Göppingen;2002
CD Transport GmbH;HRB 3651;HRB;Göppingen;2002
Dr. Hildebrandt & Buchholz GmbH & Co. KG;HRA 4693;HRA;Goslar;2002
HUSE & PHILIPP GmbH Stahlgroßhandel und Bewehrungstechnik;HRB 2858;HRB;Goslar;2002
Senger OHG;HRA 3676;HRA;Göttingen;2002
Kaufpark Bovenden GmbH & Co. KG;HRA 3697;HRA;Göttingen;2002
Oskar D. Biffar GmbH & Co KG Zweigniederlassung Göttingen;HRA 3706;HRA;Göttingen;2002
ARA Abfallrecyclinganlagen GmbH;HRB 3458;HRB;Göttingen;2002
Grundstücksgesellschaft Helmut Gaßmann Verwaltungs GmbH;HRB 3473;HRB;Göttingen;2002
MOW - Bauservice GmbH;HRB 3493;HRB;Göttingen;2002
A. S. Vorsorge-GmbH;HRB 3495;HRB;Göttingen;2002
Dr. Kurth Vierte Vermögensverwaltungs Geschäftsführungs GmbH;HRB 3590;HRB;Göttingen;2002
Atlantis Freizeitanlagen GmbH;HRB 3607;HRB;Göttingen;2002
Lidl Vertriebs-GmbH & Co. KG;HRA 872;HRA;Grevenbroich;2002
D/P/G Denkmal-Projekt-GmbH;HRB 1603;HRB;Grevenbroich;2002
H.J.P. Hoteldienstleistungen Verwaltungs GmbH;HRB 1614;HRB;Grevenbroich;2002
Bron Immobilien GmbH & Co KG;HRA 547;HRA;Gronau;2002
Bron Immobilien Verwaltungs-GmbH;HRB 1418;HRB;Gronau;2002
Billy Back GmbH;HRB 1429;HRB;Gronau;2002
KURO Verwaltungs-GmbH & Co.KG;HRA 53 317;HRA;Groß-Gerau;2002
rautenschlein services GmbH;HRB 54 686;HRB;Groß-Gerau;2002
HR Bau GmbH;HRB 54 699;HRB;Groß-Gerau;2002
ob.do Consulting & Communication GmbH;HRB 54 714;HRB;Groß-Gerau;2002
MS Verwaltungs-GmbH;HRB 54 849;HRB;Groß-Gerau;2002
fb Mettalbearbeitung-Maschinenbau OHG;HRA 2298;HRA;Gummersbach;2002
PRO-GLAS Handels GmbH;HRB 3425;HRB;Gummersbach;2002
Miele und Kruse GmbH & Co.KG;HRA 4290;HRA;Gütersloh;2002
ABK Einkaufsverband GmbH & Co. KG;HRA 4313;HRA;Gütersloh;2002
MK Verwaltungs GmbH;HRB 4277;HRB;Gütersloh;2002
Marc Lamkemeyer Werkzeugbau GmbH;HRB 4299;HRB;Gütersloh;2002
Rosendahl-Polstermöbel GmbH;HRB 4308;HRB;Gütersloh;2002
ABK Einkaufsverbund Beteiligungs- und Verwaltungs GmbH;HRB 4314;HRB;Gütersloh;2002
Königstr. 16 Verwaltungs-GmbH;HRB 4323;HRB;Gütersloh;2002
Atobis GmbH & Co. KG;HRA 1650;HRA;Hadamar;2002
MTC Mobil Transport Curier GmbH & Co. KG;HRA 1654;HRA;Hadamar;2002
MTC Verwaltungs GmbH;HRB 2868;HRB;Hadamar;2002
smart identsystem oHG;HRA 3570;HRA;Hagen;2002
Christian Hilker GmbH Dach- Fassade- und Wärmedämmung;HRB 4292;HRB;Hagen;2002
Jürgens American Cars GmbH;HRB 4308;HRB;Hagen;2002
Douglas Grundbesitz GmbH;HRB 4330;HRB;Hagen;2002
Billy Back GmbH;HRB 4352;HRB;Hagen;2002
BAKU-Sport GmbH;HRB 4354;HRB;Hagen;2002
rehaktiv GmbH Praxis für Physiotherapie und Krankengymnastik;HRB 4362;HRB;Hagen;2002
S-Versicherungsdienste der Sparkasse Hagen GmbH;HRB 4374;HRB;Hagen;2002
AUTOHAUS Stolzki GmbH & Co. Zscherben KG;HRA 3194;HRA;Halle;2002
Meyer-Hullmann & Wehmann GmbH & Co. KG;HRA 3590;HRA;Halle;2002
HELBRAER BAUUNION GmbH;HRB 13 787;HRB;Halle;2002
cineon GmbH;HRB 13 800;HRB;Halle;2002
Kosmetisches Hautzentrum Große Steinstraße 12 GmbH;HRB 13 871;HRB;Halle;2002
Goldemann Gastro GmbH;HRB 13 936;HRB;Halle;2002
SAZA GmbH Sauenzuchtanlage;HRB 13 994;HRB;Halle;2002
Coca-Cola Erfrischungsgetränke Verkaufsgebiet Mitteldeutschland;HRB 14 078;HRB;Halle;2002
KMU 19. Vermögensverwaltung GmbH;HRB 14 150;HRB;Halle;2002
Kinderbetreuungsunternehmen Hesselbach gGmbH;HRB 14 182;HRB;Halle;2002
Bäckerei Neigenfink GmbH;HRB 14 072;HRB;Halle - Saalkreis;2002
RCS Reinforced Composite Solutions GmbH;HRB 14 192;HRB;Halle - Saalkreis;2002
RAantec GmbH & Co. KG;HRA 2207;HRA;Halle (Westf.);2002
Die Legion Detektei GmbH;HRB 2800;HRB;Halle (Westf.);2002
RAantec Beteiligungs-GmbH;HRB 2810;HRB;Halle (Westf.);2002
Joinpoint GmbH;HRB 2825;HRB;Halle (Westfalen);2002
PS Union GmbH;HRB 13 913;HRB;Halle-Saalkreis;2002
Koch Verwaltungs GmbH;HRB 13 974;HRB;Halle-Saalkreis;2002
VBF Logistik GmbH;HRB 14 160;HRB;Halle-Saalkreis;2002
AGRAR-DIENST-NAUENDORF GmbH;HRB 14 215;HRB;Halle-Saalkreis;2002
"Schiffahrtsgesellschaft ""Oste"" mbH & Co. KG";HRA 96 576;HRA;Hamburg;2002
TENOMEGA OHG;HRA 96 587;HRA;Hamburg;2002
Johnson & Johnson GmbH & Co. Grundstücksvermietung KG;HRA 96 592;HRA;Hamburg;2002
Poburski Erste Familienvermögensverwaltungs KG;HRA 96 601;HRA;Hamburg;2002
media event consulting gmbh & co. kg;HRA 96 609;HRA;Hamburg;2002
Elbchaussee 548 Grundstücksverwaltung GmbH & Co. KG;HRA 96 738;HRA;Hamburg;2002
GESM Global Energy Systems Management GmbH & Co. 34. German Wind KG;HRA 96 797;HRA;Hamburg;2002
GESM Global Energy Systems Management GmbH & Co. 35. German Wind KG;HRA 96 802;HRA;Hamburg;2002
Agentur Lüth OHG;HRA 96 819;HRA;Hamburg;2002
Ad acta 7. Vermögensverwaltungs- und Betriebs GmbH & Co. KG;HRA 96 847;HRA;Hamburg;2002
RIMC Vermögens- & Verwaltungsgesellschaft mbH & Co. KG;HRA 96 916;HRA;Hamburg;2002
Fliegende Bauten GmbH & Co. KG;HRA 96 990;HRA;Hamburg;2002
Schiemann Zimmerei GmbH & Co. KG;HRA 96 993;HRA;Hamburg;2002
TRV GmbH & Co. KG;HRA 96 994;HRA;Hamburg;2002
Dreiundvierzigste Sachwert Rendite-Fonds Holland GmbH & Co. KG;HRA 97 005;HRA;Hamburg;2002
Linobat - Erste Bauservice GmbH & Co. KG;HRA 97 068;HRA;Hamburg;2002
Linobat - Sechste Bauservice GmbH & Co. KG;HRA 97 074;HRA;Hamburg;2002
Jost-S. Paff OHG;HRA 97 104;HRA;Hamburg;2002
GVB + HBB oHG;HRA 97 110;HRA;Hamburg;2002
Goose-Coffee OHG;HRA 97 358;HRA;Hamburg;2002
Dr. Utech Grundstücks GmbH & Co. KG;HRA 97 363;HRA;Hamburg;2002
M und L PC Systeme OHG;HRA 97 367;HRA;Hamburg;2002
TIBAMACA 11. Verwaltungs GmbH & Co. KG;HRA 97 407;HRA;Hamburg;2002
