firm;date;hrid;postcode;city;hrsection
NoteMachine Deutschland GmbH; 2. Juli 2007;HRB 80477;60313;Frankfurt am Main;HRB
Connecta Beratungsgesellschaft im Ost-West-Wirtschaftsverkehr mbH & Co. Erste Grundstücks KG; 2. Juli 2007;HRA 43931;60313;Frankfurt am Main;HRA
ALP Personalservice GmbH & Co. KG; 26. März 2007;HRA 43728;60313;Frankfurt am Main;HRA
Pine Silver Verwaltungs GmbH & Co. KG; 12. Februar 2007;HRA 43592;60313;Frankfurt am Main;HRA
MSREF Amanda Ulm GmbH & Co. KG; 19. März 2007;HRA 43700;60313;Frankfurt am Main;HRA
Rothenberg Projektentwicklung Bad Soden GmbH + Co KG; 12. Februar 2007;HRA 43594;60313;Frankfurt am Main;HRA
CM Komplementär F07-888 GmbH & Co. KG; 5. März 2007;HRA 43663;60313;Frankfurt am Main;HRA
BSA Berlin Verwaltungs GmbH & Co. Immobilien 40 KG; 16. April 2007;HRA 43811;60313;Frankfurt am Main;HRA
Baigo Capital Fund 1 Vermögensverwaltung GmbH & Co.KG; 22. Oktober 2007;HRA 44180;60313;Frankfurt am Main;HRA
MSREF Pegasus München GmbH; 11. Juni 2007;HRB 80152;60313;Frankfurt am Main;HRB
Drachenfelssee 521. V V GmbH; 12. Februar 2007;HRB 79156;60313;Frankfurt am Main;HRB
Blitz F07-einhundert-achtzig-fünf GmbH; 17. September 2007;HRB 81186;60313;Frankfurt am Main;HRB
RHH Duisburg Immobilien GmbH; 2. Mai 2007;HRB 79831;60313;Frankfurt am Main;HRB
Begonia VIII REO GmbH; 19. November 2007;HRB 81750;60313;Frankfurt am Main;HRB
Hausengel-Hauswartservice GmbH; 7. Dezember 2007;HRB 11621 FF;15236;Frankfurt/Oder;HRB
WGI Wohn- und Gewerbeimmobilien GmbH & Co. KG; 10. August 2007;HRA 2336 FF;15236;Frankfurt/Oder;HRA
Sportpalast GmbH; 24. August 2007;HRB 11489 FF;15236;Frankfurt/Oder;HRB
Jahnke & Lischke Service oHG; 14. März 2007;HRA 2260 FF;15236;Frankfurt/Oder;HRA
New Feeling Limited; 20. Juli 2007;HRB 11452 FF;15236;Frankfurt/Oder;HRB
boundary-art gmbh; 30. Mai 2007;HRB 11360 FF;15236;Frankfurt/Oder;HRB
Stadtgüter Berlin Nord KG; 15. Juni 2007;HRA 2298 FF;15236;Frankfurt/Oder;HRA
Financial Life Ltd. & Co KG; 15. Juni 2007;HRA 2304 FF;15236;Frankfurt/Oder;HRA
C.S.C. curascience GmbH; 13. Juli 2007;HRB 11420 FF;15236;Frankfurt/Oder;HRB
nml - new media labs GmbH; 12. März 2007;HRB 700915;79098;Freiburg;HRB
DFWD GmbH Steuerberatungsgesellschaft; 2. April 2007;HRB 700974;79098;Freiburg;HRB
SFC GmbH, Siegfried Faix Consulting; 8. Januar 2007;HRB 700683;79098;Freiburg;HRB
AWOCADO Integrationsbetriebe gemeinnützige GmbH; 5. November 2007;HRB 701714;79098;Freiburg;HRB
Thomas Schantl Verlag GmbH & Co. KG; 20. August 2007;HRA 700721;79098;Freiburg;HRA
Pietät Reichle GmbH; 30. Oktober 2007;HRB 701704;79098;Freiburg;HRB
Autohaus Lavicka GmbH; 30. April 2007;HRB 701055;79098;Freiburg;HRB
Scandic-Haus GmbH; 26. März 2007;HRB 700951;79098;Freiburg;HRB
METROPOLIS TRUST AG; 26. November 2007;HRB 701752;79098;Freiburg;HRB
Dr. Röchner Vermögensverwaltung GmbH; 8. Januar 2007;HRB 700679;79098;Freiburg;HRB
Löffler Versicherungsmakler GmbH & Co. KG; 23. Juli 2007;HRA 700681;79098;Freiburg;HRA
Tradex Academy GmbH; 2. April 2007;HRB 700979;79098;Freiburg;HRB
Konzept21 GmbH & Co. KG; 6. August 2007;HRA 700702;79098;Freiburg;HRA
giveaway-discount.com GmbH & Co. KG; 5. März 2007;HRA 700455;79098;Freiburg;HRA
VAZ GmbH & Co. KG; 8. Oktober 2007;HRA 700757;79098;Freiburg;HRA
Eichinger Fliesenhandels-GmbH; 23. April 2007;HRB 701034;79098;Freiburg;HRB
Poeltec GmbH; 2. Januar 2007;HRB 700661;79098;Freiburg;HRB
Asphaltmischwerke Villingen GmbH; 30. Juli 2007;HRB 701380;79098;Freiburg;HRB
Markgräflerland Art GmbH; 19. Februar 2007;HRB 700812;79098;Freiburg;HRB
Dreamnex GmbH; 12. November 2007;HRB 701715;79098;Freiburg;HRB
Azucena del Sol GmbH & Co. KG; 2. Januar 2007;HRA 700329;79098;Freiburg;HRA
Spedition Gutmann Verwaltungs-GmbH; 9. Juli 2007;HRB 701317;79098;Freiburg;HRB
G. Fazio Kabelkonfektion GmbH & Co. KG; 22. Oktober 2007;HRA 700778;79098;Freiburg;HRA
Kamed Limited; 29. Januar 2007;HRB 700738;79098;Freiburg;HRB
S&W Group GmbH & Co KG; 10. April 2007;HRA 700541;79098;Freiburg;HRA
Oberflächenzentrum Hegau-Bodensee GmbH & Co. KG; 22. Januar 2007;HRA 700328;79098;Freiburg;HRA
BB-Leisger International GmbH; 8. Januar 2007;HRB 700671;79098;Freiburg;HRB
ClueMedia Limited; 1. Oktober 2007;HRB 701608;79098;Freiburg;HRB
S-LINE LIMITED; 12. November 2007;HRB 701717;79098;Freiburg;HRB
Merz Electronic Systems GmbH; 9. Juli 2007;HRB 701326;79098;Freiburg;HRB
mediklusiv Beratung und Management im Gesundheitswesen GmbH; 17. Dezember 2007;HRB 701831;79098;Freiburg;HRB
Maier Werbung Limited; 3. September 2007;HRB 701512;79098;Freiburg;HRB
Witt Verwaltungs-GmbH; 3. September 2007;HRB 701515;79098;Freiburg;HRB
EDEKA Quellen-Grundstücks- und Beteiligungs-GmbH; 19. Februar 2007;HRB 700815;79098;Freiburg;HRB
Rhenus Freight Logistics Verwaltungs GmbH; 18. Juni 2007;HRB 701242;79098;Freiburg;HRB
Dipl.-Ing. Uwe Kniep Elektrotechnik GmbH; 21. Mai 2007;HRB 701144;79098;Freiburg;HRB
LEOMAX OHG; 14. Mai 2007;HRA 700588;79098;Freiburg;HRA
Rosenberg Grundstücksgesellschaft GmbH & Co. KG; 19. März 2007;HRA 700504;79098;Freiburg;HRA
Semiotictransfer.de Limited; 12. März 2007;HRB 700911;79098;Freiburg;HRB
Burger & Schroeckh Verwaltungs-GmbH; 29. Mai 2007;HRB 701157;79098;Freiburg;HRB
EQUITY Fünfzehnte Vermögensverwaltungs GmbH; 10. April 2007;HRB 701002;79098;Freiburg;HRB
C&C FLUSH Automaten GmbH; 23. April 2007;HRB 701033;79098;Freiburg;HRB
PROJEKT - BAU GMBH; 26. Februar 2007;HRB 700833;79098;Freiburg;HRB
LIFE WELLNESS GmbH; 13. September 2007;HRB 6472;61169;Friedberg;HRB
Schwab GmbH; 13. Dezember 2007;HRB 6532;61169;Friedberg;HRB
MABESTA Bau GmbH; 1. Februar 2007;HRB 6372;61169;Friedberg;HRB
MD Advisory Service GmbH; 6. Juni 2007;HRB 6429;61169;Friedberg;HRB
IMMOVER Immobilienverwaltung Ltd. & Co. KG; 29. August 2007;HRA 4161;61169;Friedberg;HRA
BfbQ Bildungsgesellschaft für berufliche Qualifizierung mbH; 1. März 2007;HRB 6394;61169;Friedberg;HRB
FOR Entertainment GmbH; 14. Juni 2007;HRB 6434;61169;Friedberg;HRB
LMG - Germany Import/Export GmbH & Co. KG; 3. Juli 2007;HRA 16089;34560;Fritzlar;HRA
4Unit Systems Integration GmbH; 1. Februar 2007;HRB 11508;34560;Fritzlar;HRB
TeamBau Verwaltungs-GmbH; 4. Juni 2007;HRB 11529;34560;Fritzlar;HRB
Wehner Photovoltaik Betriebs-GmbH & Co. KG; 12. Juli 2007;HRA 5163;36037;Fulda;HRA
PKSB Dienstleistungs-Beteiligungsgesellschaft mbH; 1. November 2007;HRB 5340;36037;Fulda;HRB
Yvonne & Stephanie Rützel GmbH; 13. Dezember 2007;HRB 5358;36037;Fulda;HRB
TECS-IT Informatic GmbH; 18. Oktober 2007;HRB 5337;36037;Fulda;HRB
Xtend Adventure GmbH & Co. KG; 23. August 2007;HRA 5177;36037;Fulda;HRA
Bioenergie Fuldaer Land GmbH; 24. Mai 2007;HRB 5247;36037;Fulda;HRB
WWG Wess Wohnbau GmbH & Co. KG; 14. Juni 2007;HRA 5151;36037;Fulda;HRA
experience GmbH & Co. KG; 25. Januar 2007;HRA 5138;36037;Fulda;HRA
G. und A. Wehner Verwaltungs-GmbH; 12. Juli 2007;HRB 5280;36037;Fulda;HRB
Reitstall Oberfürberg GmbH & Co. KG; 4. Oktober 2007;HRA 8926;90762;Fürth;HRA
Haug Logistik GmbH; 6. Februar 2007;HRB 10893;90762;Fürth;HRB
G.F.Pamer GmbH & Co. KG; 7. November 2007;HRA 8937;90762;Fürth;HRA
Fraas Besitzgesellschaft mbH & Co KG; 4. Dezember 2007;HRA 8949;90762;Fürth;HRA
New Look in den Arcaden GmbH; 19. Juli 2007;HRB 11119;90762;Fürth;HRB
wse Solarpark Spanien 1 GmbH & Co. KG; 15. August 2007;HRA 8894;90762;Fürth;HRA
IMO Besitz GmbH & Co. KG; 3. Juli 2007;HRA 8830;90762;Fürth;HRA
GBI AG Gesellschaft für Beteiligungen und Immobilienentwicklungen; 19. Juli 2007;HRB 11118;90762;Fürth;HRB
HM RUVRO Limited Zweigniederlassung Oberasbach; 3. April 2007;HRB 10988;90762;Fürth;HRB
GRR Capital Partners II GmbH; 4. Oktober 2007;HRB 11202;90762;Fürth;HRB
Ambio Speicherofen GmbH; 4. Dezember 2007;HRB 11265;90762;Fürth;HRB
Assmann Bedachungen OHG; 7. November 2007;HRA 8939;90762;Fürth;HRA
Dr. Schwarz GmbH Wirtschaftsprüfungsgesellschaft; 3. April 2007;HRB 10970;90762;Fürth;HRB
Hermann Veeh Verwaltungs GmbH; 16. April 2007;HRB 11009;90762;Fürth;HRB
Gerd Müller Verwaltungs-GmbH; 18. Dezember 2007;HRB 11282;90762;Fürth;HRB
GBI Arnulfpark München Verwaltungsgesellschaft mbH; 17. September 2007;HRB 11177;90762;Fürth;HRB
Vision Unternehmen GmbH; 22. August 2007;HRB 9090;45879;Gelsenkirchen;HRB
Boehm & Ridderskamp Verwaltungs-GmbH; 27. April 2007;HRB 8973;45879;Gelsenkirchen;HRB
BeNeering GmbH; 10. April 2007;HRB 8962;45879;Gelsenkirchen;HRB
HABAU Team GmbH; 24. Mai 2007;HRB 9000;45879;Gelsenkirchen;HRB
Boehm & Ridderskamp Wohnbau GmbH & Co KG; 10. August 2007;HRA 4182;45879;Gelsenkirchen;HRA
Grundstücks- und Immobilienverwaltungsgesellschaft Vorholt Ltd. & Co. Kommanditgesellschaft; 5. Oktober 2007;HRA 4218;45879;Gelsenkirchen;HRA
ApoCos-Natur GmbH; 10. August 2007;HRB 9079;45879;Gelsenkirchen;HRB
Hellmuth-Reisen GmbH; 18. April 2007;HRB 6597;35390;Gießen;HRB
Osterdrachen Handelsgesellschaft mit beschränkter Haftung; 14. Februar 2007;HRB 6569;35390;Gießen;HRB
Abakus Apothekenberatung GmbH; 19. Dezember 2007;HRB 6702;35390;Gießen;HRB
KP Klinik Plan GmbH; 11. Januar 2007;HRB 6561;35390;Gießen;HRB
C. B. GmbH; 5. März 2007;HRB 200242;37073;Göttingen;HRB
Soccer-Arena-Göttingen GmbH; 16. November 2007;HRB 200454;37073;Göttingen;HRB
RM-Technik GmbH Feinmechanische Konstruktion und Fertigung; 10. September 2007;HRB 200382;37073;Göttingen;HRB
Laukamp Immobilien GmbH; 15. Februar 2007;HRB 200221;37073;Göttingen;HRB
La Maison Gastronomiebetriebe & Kantinen Ltd. & Co. KG; 26. Januar 2007;HRA 200083;37073;Göttingen;HRA
Artel the group OHG; 21. Juni 2007;HRA 200144;37073;Göttingen;HRA
RS Verwaltungs GmbH & Co. KG; 26. Januar 2007;HRA 200084;37073;Göttingen;HRA
artis GmbH; 12. September 2007;HRB 7721;33330;Gütersloh;HRB
Solarzeit GmbH; 19. Dezember 2007;HRB 7775;33330;Gütersloh;HRB
Schlieffenhof - gemeinnützige Gesellschaft zur Wohnbetreuung mbH; 23. Mai 2007;HRB 7634;33330;Gütersloh;HRB
Delta Verpackungstechnik GmbH; 5. Oktober 2007;HRB 7726;33330;Gütersloh;HRB
WS-Serviceteam für Komfort-Bauelemente GmbH; 19. Dezember 2007;HRB 7789;33330;Gütersloh;HRB
SanumVITALIS GmbH & Co.KG; 12. Januar 2007;HRA 6015;33330;Gütersloh;HRA
Böving Industriebedarf GmbH & Co. KG; 19. Dezember 2007;HRA 6148;33330;Gütersloh;HRA
I.T.A.F.S. GmbH; 23. Mai 2007;HRB 7637;33330;Gütersloh;HRB
Erdbaulabor Schemm GmbH; 3. April 2007;HRB 7596;33330;Gütersloh;HRB
ESM Beteiligungs GmbH; 18. September 2007;HRB 7721;58097;Hagen;HRB
Moldenhauer Luft- und Klimatechnik GmbH; 27. Juli 2007;HRB 7687;58097;Hagen;HRB
Diedrich GmbH & Co. KG; 4. Mai 2007;HRA 5228;58097;Hagen;HRA
TRENDFINANZ TRADING LTD. Niederlassung Deutschland; 23. März 2007;HRB 7598;58097;Hagen;HRB
Keil Verwaltungs-GmbH; 9. Februar 2007;HRB 7561;58097;Hagen;HRB
MD Hochbau GmbH; 23. März 2007;HRB 7597;58097;Hagen;HRB
SENOTECH Verwaltungsgesellschaft mbH; 3. April 2007;HRB 7609;58097;Hagen;HRB
Voß & Dehler KG; 5. März 2007;HRA 105487;20355;Hamburg;HRA
PORT TUDY GmbH & Co. KG; 27. Juli 2007;HRA 106466;20355;Hamburg;HRA
SHS Beratungsgesellschaft mbH; 15. August 2007;HRB 102037;20355;Hamburg;HRB
TRESKA - Gerüstbau GmbH; 30. August 2007;HRB 102205;20355;Hamburg;HRB
DC Cheyne Deutsche Fond X S.à.r.l. (Luxemburg) & Co. KG; 8. August 2007;HRA 106588;20355;Hamburg;HRA
Milano Fashion Import GmbH; 16. Februar 2007;HRB 100113;20355;Hamburg;HRB
iDerm Betriebsgesellschaft gemeinnützige GmbH; 30. Juli 2007;HRB 101885;20355;Hamburg;HRB
MS Voge Nika GmbH & Co. KG; 28. Juni 2007;HRA 106265;20355;Hamburg;HRA
PREMIUM LEASING GmbH; 5. Februar 2007;HRB 99987;20355;Hamburg;HRB
IN.D Institute of Design Hamburg GmbH & Co. KG; 4. Oktober 2007;HRA 107023;20355;Hamburg;HRA
Lorenzen & Fätkenheuer GmbH; 27. März 2007;HRB 100557;20355;Hamburg;HRB
[0x1] Software und Consulting GmbH; 1. Oktober 2007;HRB 102590;20355;Hamburg;HRB
VISION 105. Konservierungs- und Vermögensverwaltungs GmbH & Co. KG; 26. September 2007;HRA 106979;20355;Hamburg;HRA
German Acorn Objekt Bonn GmbH & Co. KG; 4. Dezember 2007;HRA 107421;20355;Hamburg;HRA
Tentatio GmbH; 28. Februar 2007;HRB 100254;20355;Hamburg;HRB
Roccat GmbH; 21. August 2007;HRB 102127;20355;Hamburg;HRB
NEUE RABEN vierhundertvierundsiebzigste Verwaltungsgesellschaft mbH; 6. Dezember 2007;HRB 103416;20355;Hamburg;HRB
CONSULTANK Lutz Harder GmbH; 2. Mai 2007;HRB 100879;20355;Hamburg;HRB
TAMSEN YACHTS GmbH; 28. Februar 2007;HRB 100247;20355;Hamburg;HRB
Sea Star 7. Vermögensverwaltungsgesellschaft mbH; 14. November 2007;HRB 103078;20355;Hamburg;HRB
Chairos Investments & Consulting Limited, Zweigniederlassung; 25. Juli 2007;HRB 101849;20355;Hamburg;HRB
Baumwall 7 Zweihundertsiebenundachtzigste Verwaltungsgesellschaft mbH; 29. Mai 2007;HRB 101152;20355;Hamburg;HRB
LESTE Real Estate GmbH; 26. Februar 2007;HRB 100221;20355;Hamburg;HRB
HSC Henniges & Schäfer Company GmbH; 6. Juli 2007;HRB 101641;20355;Hamburg;HRB
yourmove gGmbH; 10. Mai 2007;HRB 100964;20355;Hamburg;HRB
Familiengesellschaft Lüthje GmbH & Co. KG; 16. November 2007;HRA 107307;20355;Hamburg;HRA
Falcon Assets GmbH; 29. August 2007;HRB 102196;20355;Hamburg;HRB
Novo G4 GmbH; 31. Oktober 2007;HRB 102883;20355;Hamburg;HRB
Grundstückverwaltung Hermann Winkel GmbH; 27. März 2007;HRB 100559;20355;Hamburg;HRB
HFT Hamburg Forfait & Trade GmbH; 29. Januar 2007;HRB 99905;20355;Hamburg;HRB
PROTOS Invest I Vermietung GmbH & Co. KG; 28. Februar 2007;HRA 105465;20355;Hamburg;HRA
TONGHAO (Deutschland) GmbH; 26. September 2007;HRB 102526;20355;Hamburg;HRB
TreSalus GmbH & Co. KG; 15. Juni 2007;HRA 106173;20355;Hamburg;HRA
TBG Tankstellen-Beteiligungsgesellschaft mit beschränkter Haftung; 17. Juli 2007;HRB 101748;20355;Hamburg;HRB
Reederei MS Dragon Strait GmbH & Co. KG; 28. Februar 2007;HRA 105466;20355;Hamburg;HRA
Lettra GmbH; 29. Juni 2007;HRB 101565;20355;Hamburg;HRB
Ad acta 735. Vermögensverwaltungsgesellschaft mbH; 11. Juni 2007;HRB 101334;20355;Hamburg;HRB
Brandgate B2B-Consulting GmbH; 17. Dezember 2007;HRB 103567;20355;Hamburg;HRB
MI-Bau GmbH; 8. Juni 2007;HRB 101301;20355;Hamburg;HRB
Ratio Dienstleistungs GmbH; 13. April 2007;HRB 100693;20355;Hamburg;HRB
OMS Online Music-Star GmbH; 7. März 2007;HRB 100344;20355;Hamburg;HRB
MS Voge Klara Verwaltungs GmbH; 6. Dezember 2007;HRB 103431;20355;Hamburg;HRB
Apollo-Redos Development Fund Projekt Eschweiler GmbH; 22. März 2007;HRB 100515;20355;Hamburg;HRB
INTERVALL Soziale Dienste und Einrichtungen Eimsbüttel GmbH; 27. Juli 2007;HRB 101867;20355;Hamburg;HRB
Zweite Vittorio Vermögensverwaltungsgesellschaft mbH; 16. Februar 2007;HRB 100115;20355;Hamburg;HRB
Ad acta 746. Vermögensverwaltungsgesellschaft mbH; 18. Oktober 2007;HRB 102750;20355;Hamburg;HRB
Prof.Dr.-Ing. Helmut Kramer Dipl.-Ing. Friedhelm Albrecht Consultant GmbH; 30. Januar 2007;HRB 99932;20355;Hamburg;HRB
Kontor 4 Trading + Management GmbH; 13. Februar 2007;HRB 100074;20355;Hamburg;HRB
Grundstücksgesellschaft Süderquerweg Kohpeiß GmbH & Co. KG; 31. Oktober 2007;HRA 107188;20355;Hamburg;HRA
Hamburg Trust Grundvermögen und Anlage GmbH; 31. Januar 2007;HRB 99956;20355;Hamburg;HRB
Board Wear eSales GmbH & Co. KG; 19. Februar 2007;HRA 105412;20355;Hamburg;HRA
UEK Real Estate Bremen GmbH; 21. September 2007;HRB 102477;20355;Hamburg;HRB
STARTRAUM GmbH; 17. Januar 2007;HRB 99709;20355;Hamburg;HRB
Buss Kreuzfahrtfonds 1 GmbH & Co. KG; 24. August 2007;HRA 106742;20355;Hamburg;HRA
DC Cheyne Deutsche Fond XI S.à.r.l. (Luxemburg) & Co. KG; 8. August 2007;HRA 106589;20355;Hamburg;HRA
Touristik Partner Service GmbH; 15. Februar 2007;HRB 100099;20355;Hamburg;HRB
888 REDOS Projekt Neun GmbH; 25. April 2007;HRB 100809;20355;Hamburg;HRB
Sawo Deutschland GmbH; 17. Januar 2007;HRB 99801;20355;Hamburg;HRB
Rode Zweite Grundstücksgesellschaft GmbH & Co. KG; 8. Oktober 2007;HRA 107044;20355;Hamburg;HRA
Quercus von Ehren GmbH; 15. November 2007;HRB 103085;20355;Hamburg;HRB
Ad acta 74. Vermögensverwaltungs- und Betriebs GmbH & Co. KG; 10. April 2007;HRA 105760;20355;Hamburg;HRA
Sönnichsen & Görtz Baugesellschaft mbH; 24. Januar 2007;HRB 99863;20355;Hamburg;HRB
Lion Barbetriebe GmbH; 1. August 2007;HRB 101910;20355;Hamburg;HRB
API Import Export GmbH; 21. August 2007;HRB 102103;20355;Hamburg;HRB
Schiffahrts-Gesellschaft HS SALOME mbH & Co. KG; 25. Juli 2007;HRA 106443;20355;Hamburg;HRA
LAVISTA Siebente GmbH & Co. KG; 5. September 2007;HRA 106797;20355;Hamburg;HRA
MBG Dallgow GmbH & Co. KG; 10. April 2007;HRA 105764;20355;Hamburg;HRA
Dermalog GmbH; 4. Juli 2007;HRB 101607;20355;Hamburg;HRB
Lotting Capital GmbH; 14. Mai 2007;HRB 101044;20355;Hamburg;HRB
Fox Music Consolidated Limited Zweigniederlassung Hamburg; 27. September 2007;HRB 102560;20355;Hamburg;HRB
Sechste Vittorio Vermögensverwaltungsgesellschaft mbH; 14. August 2007;HRB 102028;20355;Hamburg;HRB
Neunte Kalkavan Schiffseigentums GmbH; 12. Oktober 2007;HRB 102691;20355;Hamburg;HRB
Bunde-Etzel-Pipelinegesellschaft mbH & Co. KG; 7. Mai 2007;HRA 105905;20355;Hamburg;HRA
Verwaltung Vierte Eistank Schiffsgesellschaft GmbH; 29. Mai 2007;HRB 101160;20355;Hamburg;HRB
SolidGround Communications GmbH; 23. August 2007;HRB 102143;20355;Hamburg;HRB
Ixocon Logistikpark Rade GmbH & Co. KG; 11. September 2007;HRA 106849;20355;Hamburg;HRA
TDL Hausgeraete Ltd. & Co KG; 11. Oktober 2007;HRA 107081;20355;Hamburg;HRA
PGI Planungsgesellschaft für Immobilienprojekte mbH; 13. Dezember 2007;HRB 103523;20355;Hamburg;HRB
Ticket to Heaven GmbH; 6. Juni 2007;HRB 101256;20355;Hamburg;HRB
Verwaltungsgesellschaft einhundertdreiundvierzigste Alster mbH; 19. Januar 2007;HRB 99832;20355;Hamburg;HRB
ALFRIE 7. Verwaltungs GmbH; 18. Januar 2007;HRB 99812;20355;Hamburg;HRB
Verwaltung Lloyd Fonds Britische Kapital Leben VIII GmbH; 27. September 2007;HRB 102556;20355;Hamburg;HRB
Hamburg Trust HTG Australien 3 GmbH & Co. KG; 13. Dezember 2007;HRA 107506;20355;Hamburg;HRA
Kommanditgesellschaft Einhundertfünfunddreißigste Oceanus Schiffahrts-GmbH & Co.; 25. September 2007;HRA 106963;20355;Hamburg;HRA
HighFive Games Limited; 21. Juni 2007;HRB 101445;20355;Hamburg;HRB
Xorta Marketing GmbH; 26. April 2007;HRB 100818;20355;Hamburg;HRB
Stanbul GmbH; 31. Januar 2007;HRB 99947;20355;Hamburg;HRB
Drewke's Unternehmensberatung GmbH; 14. September 2007;HRB 102399;20355;Hamburg;HRB
DENALI Zweihundertdreiundfünfzigste Verwaltungsgesellschaft mbH; 28. Februar 2007;HRB 100251;20355;Hamburg;HRB
Hassmann Filmproduktion Verwaltung GmbH & Co. KG; 5. Dezember 2007;HRA 107439;20355;Hamburg;HRA
8_A Design GmbH & Co. KG; 7. Juni 2007;HRA 106111;20355;Hamburg;HRA
Gerlach & Co. mit beschränkter Haftung; 28. Februar 2007;HRB 100253;20355;Hamburg;HRB
NEUE RABEN vierhundertneununddreißigste Verwaltungsgesellschaft mbH; 17. Januar 2007;HRB 99716;20355;Hamburg;HRB
RMG Verwaltung Rindermastgesellschaft mbH; 24. Mai 2007;HRB 101123;20355;Hamburg;HRB
MS Calliope Schifffahrtsgesellschaft mbH & Co. KG; 30. August 2007;HRA 106772;20355;Hamburg;HRA
Verwaltung Vierte Hover Schifffahrtsgesellschaft mbH; 5. März 2007;HRB 100310;20355;Hamburg;HRB
Ownership 51. Vorratsgesellschaft mbH & Co. KG; 29. Januar 2007;HRA 105281;20355;Hamburg;HRA
HHSI Einundvierzigste Beteiligungsgesellschaft mbH & Co. KG; 24. September 2007;HRA 106943;20355;Hamburg;HRA
Pirelli RE Lira Real Estate GmbH & Co. KG; 22. Juni 2007;HRA 106225;20355;Hamburg;HRA
Trojanon GmbH & Co. KG; 10. Dezember 2007;HRA 107490;20355;Hamburg;HRA
16. Komship Projektgesellschaft mbH & Co. KG; 3. September 2007;HRA 106786;20355;Hamburg;HRA
Inselmann Trauerfloristik Ldt Niederlassung Hamburg; 10. Juli 2007;HRB 101679;20355;Hamburg;HRB
Kurth Forderungsmanagement GmbH; 9. November 2007;HRB 103054;20355;Hamburg;HRB
CGA Golf BioDynamics Deutschland GmbH; 29. Januar 2007;HRB 99911;20355;Hamburg;HRB
A & L Nord GmbH + Co. KG; 6. Februar 2007;HRA 105322;20355;Hamburg;HRA
HCI Hellespont Chemikalientanker Verwaltung GmbH; 26. Juni 2007;HRB 101495;20355;Hamburg;HRB
Pirelli RE Capricorn Real Estate GmbH & Co. KG; 26. Juni 2007;HRA 106237;20355;Hamburg;HRA
MS Dura Schiffahrtsgesellschaft mbH; 25. Januar 2007;HRB 99873;20355;Hamburg;HRB
WBVF Wohntrend GmbH; 28. November 2007;HRB 103286;20355;Hamburg;HRB
SUBVISTA Dreiundzwanzigste Verwaltungsgesellschaft mbH; 30. November 2007;HRB 103320;20355;Hamburg;HRB
Sechsunddreißigste LOGIMAC Logistic Grundbesitz GmbH & Co. KG; 4. Dezember 2007;HRA 107428;20355;Hamburg;HRA
SMART Personalmanagement GmbH; 22. Februar 2007;HRB 100195;20355;Hamburg;HRB
H.R.E. Fünfzehnte Projektentwicklungsgesellschaft mbH & Co. KG; 13. März 2007;HRA 105593;20355;Hamburg;HRA
Decoro Industries GmbH; 6. Juni 2007;HRB 101259;20355;Hamburg;HRB
Novo G3 GmbH; 1. Oktober 2007;HRB 102587;20355;Hamburg;HRB
BRANDONTEX GmbH; 11. Juli 2007;HRB 101684;20355;Hamburg;HRB
Verwaltung Orange Capital GmbH; 9. Februar 2007;HRB 100059;20355;Hamburg;HRB
V-AGENOR 113. Verwaltungsgesellschaft mbH; 9. Februar 2007;HRB 100055;20355;Hamburg;HRB
PRADIS GmbH; 12. Juli 2007;HRB 101710;20355;Hamburg;HRB
18. Komship Projektgesellschaft mbH & Co. KG; 4. Oktober 2007;HRA 107012;20355;Hamburg;HRA
I.P.M. International Patent Marketing Ltd.; 6. September 2007;HRB 102317;20355;Hamburg;HRB
Gryphos GmbH; 28. August 2007;HRB 102174;20355;Hamburg;HRB
WERKdesign GmbH; 18. September 2007;HRB 102426;20355;Hamburg;HRB
CRIMCAFI 35. Verwaltungs GmbH & Co. KG; 16. Oktober 2007;HRA 107107;20355;Hamburg;HRA
Gomme Grundbesitzverwaltung GmbH & Co.KG; 31. Oktober 2007;HRA 107187;20355;Hamburg;HRA
Murdersound Entertainment GmbH; 18. Juni 2007;HRB 101390;20355;Hamburg;HRB
Verwaltung MT Providence GmbH; 18. Oktober 2007;HRB 102746;20355;Hamburg;HRB
ICP International Card Processing GmbH; 19. November 2007;HRB 103133;20355;Hamburg;HRB
Verwaltung LIP Achte Grundbesitz Investitionsgesellschaft mbH; 16. August 2007;HRB 102053;20355;Hamburg;HRB
MS Voge Lisa Verwaltungs GmbH; 6. Dezember 2007;HRB 103429;20355;Hamburg;HRB
Dres. Tiemann, Schulte, Heidorn Holding GmbH; 13. April 2007;HRB 100691;20355;Hamburg;HRB
Kommanditgesellschaft Achtundachtzigste Oceanus Schiffahrts-GmbH & Co.; 14. Februar 2007;HRA 105382;20355;Hamburg;HRA
SUNSHINE Einhundertdreiunddreißigste Vermögensverwaltungsgesellschaft mbH; 31. Januar 2007;HRB 99952;20355;Hamburg;HRB
12. Reinbeker Schiffsbeteiligungs GmbH & Co. KG; 29. November 2007;HRA 107397;20355;Hamburg;HRA
Love in Hamburg GmbH; 29. Mai 2007;HRB 101178;20355;Hamburg;HRB
